"timeframe",""
"2009-07-09 - 2012-05-24","FRA_B_1 - CAN_B_1"
"2009-07-09 - 2012-05-24","GBR_B_1 - CAN_B_1"
"2009-07-09 - 2012-05-24","DEU_B_1 - CHE_B_1"
"2009-07-09 - 2012-05-24","MEX_B_1 - CHN_B_1"
"2009-07-09 - 2012-05-24","USA_B_1 - CHN_B_1"
"2009-07-09 - 2012-05-24","FRA_B_1 - DEU_B_1"
"2009-07-09 - 2012-05-24","DEU_B_1 - GBR_B_1"
"2009-07-09 - 2012-05-24","GBR_B_1 - ITA_B_1"
"2009-07-09 - 2012-05-24","CHN_B_1 - MEX_B_1"
"2009-07-09 - 2012-05-24","CHN_B_2 - CHE_B_2"
"2009-07-09 - 2012-05-24","GBR_B_2 - CHN_B_2"
"2009-07-09 - 2012-05-24","CHN_B_2 - DEU_B_2"
"2009-07-09 - 2012-05-24","ITA_B_2 - DEU_B_2"
"2009-07-09 - 2012-05-24","NOR_B_2 - ITA_B_2"
"2009-07-09 - 2012-05-24","ITA_B_2 - NOR_B_2"
"2009-07-09 - 2012-05-24","NOR_B_3 - AUS_B_3"
"2009-07-09 - 2012-05-24","CAN_B_3 - MEX_B_3"
"2009-07-09 - 2012-05-24","MEX_B_3 - USA_B_3"
"2009-07-16 - 2012-05-31","FRA_B_1 - CAN_B_1"
"2009-07-16 - 2012-05-31","GBR_B_1 - CAN_B_1"
"2009-07-16 - 2012-05-31","DEU_B_1 - CHE_B_1"
"2009-07-16 - 2012-05-31","MEX_B_1 - CHN_B_1"
"2009-07-16 - 2012-05-31","USA_B_1 - CHN_B_1"
"2009-07-16 - 2012-05-31","FRA_B_1 - DEU_B_1"
"2009-07-16 - 2012-05-31","AUS_B_1 - FRA_B_1"
"2009-07-16 - 2012-05-31","DEU_B_1 - GBR_B_1"
"2009-07-16 - 2012-05-31","GBR_B_1 - ITA_B_1"
"2009-07-16 - 2012-05-31","CHN_B_1 - MEX_B_1"
"2009-07-16 - 2012-05-31","CHN_B_2 - CHE_B_2"
"2009-07-16 - 2012-05-31","GBR_B_2 - CHN_B_2"
"2009-07-16 - 2012-05-31","ITA_B_2 - DEU_B_2"
"2009-07-16 - 2012-05-31","NOR_B_2 - ITA_B_2"
"2009-07-16 - 2012-05-31","ITA_B_2 - NOR_B_2"
"2009-07-16 - 2012-05-31","NOR_B_3 - AUS_B_3"
"2009-07-16 - 2012-05-31","CHE_B_3 - FRA_B_3"
"2009-07-16 - 2012-05-31","CAN_B_3 - MEX_B_3"
"2009-07-16 - 2012-05-31","MEX_B_3 - USA_B_3"
"2009-07-23 - 2012-06-07","CHE_B_1 - AUS_B_1"
"2009-07-23 - 2012-06-07","FRA_B_1 - CAN_B_1"
"2009-07-23 - 2012-06-07","GBR_B_1 - CAN_B_1"
"2009-07-23 - 2012-06-07","MEX_B_1 - CHN_B_1"
"2009-07-23 - 2012-06-07","FRA_B_1 - DEU_B_1"
"2009-07-23 - 2012-06-07","MEX_B_1 - DEU_B_1"
"2009-07-23 - 2012-06-07","DEU_B_1 - GBR_B_1"
"2009-07-23 - 2012-06-07","GBR_B_1 - ITA_B_1"
"2009-07-23 - 2012-06-07","CHN_B_1 - MEX_B_1"
"2009-07-23 - 2012-06-07","CHN_B_2 - CHE_B_2"
"2009-07-23 - 2012-06-07","ITA_B_2 - DEU_B_2"
"2009-07-23 - 2012-06-07","NOR_B_2 - ITA_B_2"
"2009-07-23 - 2012-06-07","ITA_B_2 - NOR_B_2"
"2009-07-23 - 2012-06-07","NOR_B_3 - AUS_B_3"
"2009-07-23 - 2012-06-07","CHE_B_3 - DEU_B_3"
"2009-07-23 - 2012-06-07","CHE_B_3 - FRA_B_3"
"2009-07-23 - 2012-06-07","CAN_B_3 - MEX_B_3"
"2009-07-23 - 2012-06-07","MEX_B_3 - USA_B_3"
"2009-07-30 - 2012-06-14","CHE_B_1 - AUS_B_1"
"2009-07-30 - 2012-06-14","FRA_B_1 - CAN_B_1"
"2009-07-30 - 2012-06-14","GBR_B_1 - CAN_B_1"
"2009-07-30 - 2012-06-14","MEX_B_1 - CHN_B_1"
"2009-07-30 - 2012-06-14","USA_B_1 - CHN_B_1"
"2009-07-30 - 2012-06-14","FRA_B_1 - DEU_B_1"
"2009-07-30 - 2012-06-14","MEX_B_1 - DEU_B_1"
"2009-07-30 - 2012-06-14","GBR_B_1 - ITA_B_1"
"2009-07-30 - 2012-06-14","CHN_B_1 - MEX_B_1"
"2009-07-30 - 2012-06-14","CHN_B_2 - CHE_B_2"
"2009-07-30 - 2012-06-14","ITA_B_2 - DEU_B_2"
"2009-07-30 - 2012-06-14","USA_B_2 - DEU_B_2"
"2009-07-30 - 2012-06-14","NOR_B_2 - ITA_B_2"
"2009-07-30 - 2012-06-14","ITA_B_2 - NOR_B_2"
"2009-07-30 - 2012-06-14","NOR_B_3 - AUS_B_3"
"2009-07-30 - 2012-06-14","CHE_B_3 - DEU_B_3"
"2009-07-30 - 2012-06-14","CHE_B_3 - FRA_B_3"
"2009-07-30 - 2012-06-14","CAN_B_3 - MEX_B_3"
"2009-07-30 - 2012-06-14","MEX_B_3 - USA_B_3"
"2009-08-06 - 2012-06-21","CHE_B_1 - AUS_B_1"
"2009-08-06 - 2012-06-21","FRA_B_1 - CAN_B_1"
"2009-08-06 - 2012-06-21","MEX_B_1 - CHN_B_1"
"2009-08-06 - 2012-06-21","USA_B_1 - CHN_B_1"
"2009-08-06 - 2012-06-21","FRA_B_1 - DEU_B_1"
"2009-08-06 - 2012-06-21","MEX_B_1 - DEU_B_1"
"2009-08-06 - 2012-06-21","USA_B_1 - GBR_B_1"
"2009-08-06 - 2012-06-21","CHN_B_1 - MEX_B_1"
"2009-08-06 - 2012-06-21","CHN_B_2 - CHE_B_2"
"2009-08-06 - 2012-06-21","ITA_B_2 - DEU_B_2"
"2009-08-06 - 2012-06-21","USA_B_2 - DEU_B_2"
"2009-08-06 - 2012-06-21","FRA_B_2 - ITA_B_2"
"2009-08-06 - 2012-06-21","NOR_B_2 - ITA_B_2"
"2009-08-06 - 2012-06-21","ITA_B_2 - NOR_B_2"
"2009-08-06 - 2012-06-21","NOR_B_3 - AUS_B_3"
"2009-08-06 - 2012-06-21","CHN_B_3 - CAN_B_3"
"2009-08-06 - 2012-06-21","USA_B_3 - CAN_B_3"
"2009-08-06 - 2012-06-21","CHE_B_3 - DEU_B_3"
"2009-08-06 - 2012-06-21","MEX_B_3 - USA_B_3"
"2009-08-06 - 2012-06-21","NOR_B_3 - USA_B_3"
"2009-08-13 - 2012-06-28","CHE_B_1 - AUS_B_1"
"2009-08-13 - 2012-06-28","FRA_B_1 - CAN_B_1"
"2009-08-13 - 2012-06-28","GBR_B_1 - CAN_B_1"
"2009-08-13 - 2012-06-28","MEX_B_1 - CHN_B_1"
"2009-08-13 - 2012-06-28","USA_B_1 - CHN_B_1"
"2009-08-13 - 2012-06-28","FRA_B_1 - DEU_B_1"
"2009-08-13 - 2012-06-28","MEX_B_1 - DEU_B_1"
"2009-08-13 - 2012-06-28","USA_B_1 - GBR_B_1"
"2009-08-13 - 2012-06-28","CHN_B_1 - MEX_B_1"
"2009-08-13 - 2012-06-28","CHN_B_2 - CHE_B_2"
"2009-08-13 - 2012-06-28","GBR_B_2 - CHN_B_2"
"2009-08-13 - 2012-06-28","ITA_B_2 - DEU_B_2"
"2009-08-13 - 2012-06-28","USA_B_2 - DEU_B_2"
"2009-08-13 - 2012-06-28","FRA_B_2 - ITA_B_2"
"2009-08-13 - 2012-06-28","NOR_B_2 - ITA_B_2"
"2009-08-13 - 2012-06-28","ITA_B_2 - NOR_B_2"
"2009-08-13 - 2012-06-28","NOR_B_3 - AUS_B_3"
"2009-08-13 - 2012-06-28","CHN_B_3 - CAN_B_3"
"2009-08-13 - 2012-06-28","USA_B_3 - CAN_B_3"
"2009-08-13 - 2012-06-28","CHE_B_3 - DEU_B_3"
"2009-08-13 - 2012-06-28","CHE_B_3 - FRA_B_3"
"2009-08-13 - 2012-06-28","MEX_B_3 - USA_B_3"
"2009-08-13 - 2012-06-28","NOR_B_3 - USA_B_3"
"2009-08-20 - 2012-07-05","CHE_B_1 - AUS_B_1"
"2009-08-20 - 2012-07-05","FRA_B_1 - CAN_B_1"
"2009-08-20 - 2012-07-05","GBR_B_1 - CAN_B_1"
"2009-08-20 - 2012-07-05","MEX_B_1 - CHN_B_1"
"2009-08-20 - 2012-07-05","USA_B_1 - CHN_B_1"
"2009-08-20 - 2012-07-05","FRA_B_1 - DEU_B_1"
"2009-08-20 - 2012-07-05","MEX_B_1 - DEU_B_1"
"2009-08-20 - 2012-07-05","DEU_B_1 - FRA_B_1"
"2009-08-20 - 2012-07-05","USA_B_1 - GBR_B_1"
"2009-08-20 - 2012-07-05","CHE_B_1 - ITA_B_1"
"2009-08-20 - 2012-07-05","CHN_B_2 - CHE_B_2"
"2009-08-20 - 2012-07-05","GBR_B_2 - CHN_B_2"
"2009-08-20 - 2012-07-05","ITA_B_2 - DEU_B_2"
"2009-08-20 - 2012-07-05","FRA_B_2 - ITA_B_2"
"2009-08-20 - 2012-07-05","NOR_B_2 - ITA_B_2"
"2009-08-20 - 2012-07-05","ITA_B_2 - NOR_B_2"
"2009-08-20 - 2012-07-05","ITA_B_3 - AUS_B_3"
"2009-08-20 - 2012-07-05","CHN_B_3 - CAN_B_3"
"2009-08-20 - 2012-07-05","USA_B_3 - CAN_B_3"
"2009-08-20 - 2012-07-05","CHE_B_3 - DEU_B_3"
"2009-08-20 - 2012-07-05","CHE_B_3 - FRA_B_3"
"2009-08-20 - 2012-07-05","MEX_B_3 - USA_B_3"
"2009-08-27 - 2012-07-12","CHE_B_1 - AUS_B_1"
"2009-08-27 - 2012-07-12","FRA_B_1 - CAN_B_1"
"2009-08-27 - 2012-07-12","MEX_B_1 - CHN_B_1"
"2009-08-27 - 2012-07-12","USA_B_1 - CHN_B_1"
"2009-08-27 - 2012-07-12","FRA_B_1 - DEU_B_1"
"2009-08-27 - 2012-07-12","MEX_B_1 - DEU_B_1"
"2009-08-27 - 2012-07-12","DEU_B_1 - FRA_B_1"
"2009-08-27 - 2012-07-12","USA_B_1 - GBR_B_1"
"2009-08-27 - 2012-07-12","CHE_B_1 - ITA_B_1"
"2009-08-27 - 2012-07-12","CHN_B_2 - CHE_B_2"
"2009-08-27 - 2012-07-12","ITA_B_2 - DEU_B_2"
"2009-08-27 - 2012-07-12","NOR_B_2 - ITA_B_2"
"2009-08-27 - 2012-07-12","CHN_B_2 - JPN_B_2"
"2009-08-27 - 2012-07-12","ITA_B_2 - NOR_B_2"
"2009-08-27 - 2012-07-12","ITA_B_3 - AUS_B_3"
"2009-08-27 - 2012-07-12","CHN_B_3 - CAN_B_3"
"2009-08-27 - 2012-07-12","USA_B_3 - CAN_B_3"
"2009-08-27 - 2012-07-12","CHE_B_3 - DEU_B_3"
"2009-08-27 - 2012-07-12","CHE_B_3 - FRA_B_3"
"2009-08-27 - 2012-07-12","MEX_B_3 - USA_B_3"
"2009-09-03 - 2012-07-19","CHE_B_1 - AUS_B_1"
"2009-09-03 - 2012-07-19","FRA_B_1 - CAN_B_1"
"2009-09-03 - 2012-07-19","MEX_B_1 - CHN_B_1"
"2009-09-03 - 2012-07-19","USA_B_1 - CHN_B_1"
"2009-09-03 - 2012-07-19","FRA_B_1 - DEU_B_1"
"2009-09-03 - 2012-07-19","MEX_B_1 - DEU_B_1"
"2009-09-03 - 2012-07-19","DEU_B_1 - FRA_B_1"
"2009-09-03 - 2012-07-19","USA_B_1 - GBR_B_1"
"2009-09-03 - 2012-07-19","CHE_B_1 - ITA_B_1"
"2009-09-03 - 2012-07-19","CHN_B_2 - CHE_B_2"
"2009-09-03 - 2012-07-19","ITA_B_2 - DEU_B_2"
"2009-09-03 - 2012-07-19","NOR_B_2 - ITA_B_2"
"2009-09-03 - 2012-07-19","CHN_B_2 - JPN_B_2"
"2009-09-03 - 2012-07-19","ITA_B_2 - NOR_B_2"
"2009-09-03 - 2012-07-19","ITA_B_3 - AUS_B_3"
"2009-09-03 - 2012-07-19","CHN_B_3 - CAN_B_3"
"2009-09-03 - 2012-07-19","USA_B_3 - CAN_B_3"
"2009-09-03 - 2012-07-19","CHE_B_3 - DEU_B_3"
"2009-09-03 - 2012-07-19","CHE_B_3 - FRA_B_3"
"2009-09-03 - 2012-07-19","MEX_B_3 - USA_B_3"
"2009-09-10 - 2012-07-26","CHE_B_1 - AUS_B_1"
"2009-09-10 - 2012-07-26","FRA_B_1 - CAN_B_1"
"2009-09-10 - 2012-07-26","MEX_B_1 - CHN_B_1"
"2009-09-10 - 2012-07-26","USA_B_1 - CHN_B_1"
"2009-09-10 - 2012-07-26","FRA_B_1 - DEU_B_1"
"2009-09-10 - 2012-07-26","MEX_B_1 - DEU_B_1"
"2009-09-10 - 2012-07-26","DEU_B_1 - FRA_B_1"
"2009-09-10 - 2012-07-26","USA_B_1 - GBR_B_1"
"2009-09-10 - 2012-07-26","CHE_B_1 - ITA_B_1"
"2009-09-10 - 2012-07-26","CHN_B_2 - CHE_B_2"
"2009-09-10 - 2012-07-26","NOR_B_2 - ITA_B_2"
"2009-09-10 - 2012-07-26","CHN_B_2 - JPN_B_2"
"2009-09-10 - 2012-07-26","ITA_B_2 - NOR_B_2"
"2009-09-10 - 2012-07-26","AUS_B_2 - USA_B_2"
"2009-09-10 - 2012-07-26","ITA_B_3 - AUS_B_3"
"2009-09-10 - 2012-07-26","CHN_B_3 - CAN_B_3"
"2009-09-10 - 2012-07-26","USA_B_3 - CAN_B_3"
"2009-09-10 - 2012-07-26","CHE_B_3 - DEU_B_3"
"2009-09-10 - 2012-07-26","CHE_B_3 - FRA_B_3"
"2009-09-10 - 2012-07-26","MEX_B_3 - USA_B_3"
"2009-09-10 - 2012-07-26","NOR_B_3 - USA_B_3"
"2009-09-17 - 2012-08-02","CHE_B_1 - AUS_B_1"
"2009-09-17 - 2012-08-02","FRA_B_1 - CAN_B_1"
"2009-09-17 - 2012-08-02","MEX_B_1 - CHN_B_1"
"2009-09-17 - 2012-08-02","USA_B_1 - CHN_B_1"
"2009-09-17 - 2012-08-02","FRA_B_1 - DEU_B_1"
"2009-09-17 - 2012-08-02","MEX_B_1 - DEU_B_1"
"2009-09-17 - 2012-08-02","DEU_B_1 - FRA_B_1"
"2009-09-17 - 2012-08-02","DEU_B_1 - GBR_B_1"
"2009-09-17 - 2012-08-02","USA_B_1 - GBR_B_1"
"2009-09-17 - 2012-08-02","CHN_B_2 - CHE_B_2"
"2009-09-17 - 2012-08-02","NOR_B_2 - ITA_B_2"
"2009-09-17 - 2012-08-02","CHN_B_2 - JPN_B_2"
"2009-09-17 - 2012-08-02","ITA_B_2 - NOR_B_2"
"2009-09-17 - 2012-08-02","AUS_B_2 - USA_B_2"
"2009-09-17 - 2012-08-02","CHN_B_2 - USA_B_2"
"2009-09-17 - 2012-08-02","ITA_B_3 - AUS_B_3"
"2009-09-17 - 2012-08-02","CHN_B_3 - CAN_B_3"
"2009-09-17 - 2012-08-02","USA_B_3 - CAN_B_3"
"2009-09-17 - 2012-08-02","CHE_B_3 - DEU_B_3"
"2009-09-17 - 2012-08-02","CHE_B_3 - FRA_B_3"
"2009-09-17 - 2012-08-02","MEX_B_3 - USA_B_3"
"2009-09-17 - 2012-08-02","NOR_B_3 - USA_B_3"
"2009-09-24 - 2012-08-09","MEX_B_1 - CHN_B_1"
"2009-09-24 - 2012-08-09","USA_B_1 - CHN_B_1"
"2009-09-24 - 2012-08-09","FRA_B_1 - DEU_B_1"
"2009-09-24 - 2012-08-09","MEX_B_1 - DEU_B_1"
"2009-09-24 - 2012-08-09","DEU_B_1 - GBR_B_1"
"2009-09-24 - 2012-08-09","USA_B_1 - GBR_B_1"
"2009-09-24 - 2012-08-09","CHN_B_2 - CHE_B_2"
"2009-09-24 - 2012-08-09","USA_B_2 - DEU_B_2"
"2009-09-24 - 2012-08-09","NOR_B_2 - ITA_B_2"
"2009-09-24 - 2012-08-09","CHN_B_2 - JPN_B_2"
"2009-09-24 - 2012-08-09","ITA_B_3 - AUS_B_3"
"2009-09-24 - 2012-08-09","CHN_B_3 - CAN_B_3"
"2009-09-24 - 2012-08-09","USA_B_3 - CAN_B_3"
"2009-09-24 - 2012-08-09","CHE_B_3 - DEU_B_3"
"2009-09-24 - 2012-08-09","CHE_B_3 - FRA_B_3"
"2009-09-24 - 2012-08-09","MEX_B_3 - USA_B_3"
"2009-09-24 - 2012-08-09","NOR_B_3 - USA_B_3"
"2009-10-01 - 2012-08-16","MEX_B_1 - CHN_B_1"
"2009-10-01 - 2012-08-16","USA_B_1 - CHN_B_1"
"2009-10-01 - 2012-08-16","FRA_B_1 - DEU_B_1"
"2009-10-01 - 2012-08-16","MEX_B_1 - DEU_B_1"
"2009-10-01 - 2012-08-16","DEU_B_1 - GBR_B_1"
"2009-10-01 - 2012-08-16","USA_B_1 - GBR_B_1"
"2009-10-01 - 2012-08-16","CHN_B_2 - CHE_B_2"
"2009-10-01 - 2012-08-16","NOR_B_2 - ITA_B_2"
"2009-10-01 - 2012-08-16","CHN_B_2 - JPN_B_2"
"2009-10-01 - 2012-08-16","ITA_B_2 - NOR_B_2"
"2009-10-01 - 2012-08-16","ITA_B_3 - AUS_B_3"
"2009-10-01 - 2012-08-16","CHN_B_3 - CAN_B_3"
"2009-10-01 - 2012-08-16","USA_B_3 - CAN_B_3"
"2009-10-01 - 2012-08-16","CHE_B_3 - DEU_B_3"
"2009-10-01 - 2012-08-16","CHE_B_3 - FRA_B_3"
"2009-10-01 - 2012-08-16","MEX_B_3 - USA_B_3"
"2009-10-01 - 2012-08-16","NOR_B_3 - USA_B_3"
"2009-10-08 - 2012-08-23","MEX_B_1 - CHN_B_1"
"2009-10-08 - 2012-08-23","USA_B_1 - CHN_B_1"
"2009-10-08 - 2012-08-23","FRA_B_1 - DEU_B_1"
"2009-10-08 - 2012-08-23","DEU_B_1 - FRA_B_1"
"2009-10-08 - 2012-08-23","DEU_B_1 - GBR_B_1"
"2009-10-08 - 2012-08-23","USA_B_1 - GBR_B_1"
"2009-10-08 - 2012-08-23","USA_B_2 - DEU_B_2"
"2009-10-08 - 2012-08-23","NOR_B_2 - ITA_B_2"
"2009-10-08 - 2012-08-23","ITA_B_2 - NOR_B_2"
"2009-10-08 - 2012-08-23","ITA_B_3 - AUS_B_3"
"2009-10-08 - 2012-08-23","CHE_B_3 - DEU_B_3"
"2009-10-08 - 2012-08-23","CHE_B_3 - FRA_B_3"
"2009-10-08 - 2012-08-23","MEX_B_3 - USA_B_3"
"2009-10-08 - 2012-08-23","NOR_B_3 - USA_B_3"
"2009-10-15 - 2012-08-30","MEX_B_1 - CHN_B_1"
"2009-10-15 - 2012-08-30","USA_B_1 - CHN_B_1"
"2009-10-15 - 2012-08-30","FRA_B_1 - DEU_B_1"
"2009-10-15 - 2012-08-30","DEU_B_1 - GBR_B_1"
"2009-10-15 - 2012-08-30","USA_B_1 - GBR_B_1"
"2009-10-15 - 2012-08-30","USA_B_2 - DEU_B_2"
"2009-10-15 - 2012-08-30","ITA_B_2 - FRA_B_2"
"2009-10-15 - 2012-08-30","NOR_B_2 - ITA_B_2"
"2009-10-15 - 2012-08-30","ITA_B_3 - AUS_B_3"
"2009-10-15 - 2012-08-30","USA_B_3 - CAN_B_3"
"2009-10-15 - 2012-08-30","CAN_B_3 - DEU_B_3"
"2009-10-15 - 2012-08-30","CHE_B_3 - DEU_B_3"
"2009-10-15 - 2012-08-30","CHE_B_3 - FRA_B_3"
"2009-10-15 - 2012-08-30","MEX_B_3 - USA_B_3"
"2009-10-15 - 2012-08-30","NOR_B_3 - USA_B_3"
"2009-10-22 - 2012-09-06","USA_B_1 - CHN_B_1"
"2009-10-22 - 2012-09-06","FRA_B_1 - DEU_B_1"
"2009-10-22 - 2012-09-06","DEU_B_1 - GBR_B_1"
"2009-10-22 - 2012-09-06","USA_B_1 - GBR_B_1"
"2009-10-22 - 2012-09-06","USA_B_2 - DEU_B_2"
"2009-10-22 - 2012-09-06","ITA_B_2 - FRA_B_2"
"2009-10-22 - 2012-09-06","NOR_B_2 - ITA_B_2"
"2009-10-22 - 2012-09-06","ITA_B_3 - AUS_B_3"
"2009-10-22 - 2012-09-06","USA_B_3 - CAN_B_3"
"2009-10-22 - 2012-09-06","CAN_B_3 - DEU_B_3"
"2009-10-22 - 2012-09-06","CHE_B_3 - DEU_B_3"
"2009-10-22 - 2012-09-06","CHE_B_3 - FRA_B_3"
"2009-10-22 - 2012-09-06","MEX_B_3 - USA_B_3"
"2009-10-22 - 2012-09-06","NOR_B_3 - USA_B_3"
"2009-10-29 - 2012-09-13","USA_B_1 - CHN_B_1"
"2009-10-29 - 2012-09-13","FRA_B_1 - DEU_B_1"
"2009-10-29 - 2012-09-13","DEU_B_1 - FRA_B_1"
"2009-10-29 - 2012-09-13","USA_B_1 - GBR_B_1"
"2009-10-29 - 2012-09-13","USA_B_2 - DEU_B_2"
"2009-10-29 - 2012-09-13","ITA_B_2 - FRA_B_2"
"2009-10-29 - 2012-09-13","NOR_B_2 - ITA_B_2"
"2009-10-29 - 2012-09-13","ITA_B_3 - AUS_B_3"
"2009-10-29 - 2012-09-13","CAN_B_3 - DEU_B_3"
"2009-10-29 - 2012-09-13","CHE_B_3 - DEU_B_3"
"2009-10-29 - 2012-09-13","CHE_B_3 - FRA_B_3"
"2009-10-29 - 2012-09-13","MEX_B_3 - USA_B_3"
"2009-10-29 - 2012-09-13","NOR_B_3 - USA_B_3"
"2009-11-05 - 2012-09-20","MEX_B_1 - CHN_B_1"
"2009-11-05 - 2012-09-20","USA_B_1 - CHN_B_1"
"2009-11-05 - 2012-09-20","FRA_B_1 - DEU_B_1"
"2009-11-05 - 2012-09-20","USA_B_1 - GBR_B_1"
"2009-11-05 - 2012-09-20","AUS_B_1 - MEX_B_1"
"2009-11-05 - 2012-09-20","USA_B_2 - DEU_B_2"
"2009-11-05 - 2012-09-20","ITA_B_2 - FRA_B_2"
"2009-11-05 - 2012-09-20","NOR_B_2 - ITA_B_2"
"2009-11-05 - 2012-09-20","ITA_B_3 - AUS_B_3"
"2009-11-05 - 2012-09-20","CAN_B_3 - DEU_B_3"
"2009-11-05 - 2012-09-20","CHE_B_3 - DEU_B_3"
"2009-11-05 - 2012-09-20","CHE_B_3 - FRA_B_3"
"2009-11-05 - 2012-09-20","MEX_B_3 - USA_B_3"
"2009-11-05 - 2012-09-20","NOR_B_3 - USA_B_3"
"2009-11-12 - 2012-09-27","MEX_B_1 - CHN_B_1"
"2009-11-12 - 2012-09-27","USA_B_1 - CHN_B_1"
"2009-11-12 - 2012-09-27","FRA_B_1 - DEU_B_1"
"2009-11-12 - 2012-09-27","DEU_B_1 - FRA_B_1"
"2009-11-12 - 2012-09-27","DEU_B_1 - GBR_B_1"
"2009-11-12 - 2012-09-27","USA_B_1 - GBR_B_1"
"2009-11-12 - 2012-09-27","AUS_B_1 - MEX_B_1"
"2009-11-12 - 2012-09-27","USA_B_2 - DEU_B_2"
"2009-11-12 - 2012-09-27","ITA_B_2 - FRA_B_2"
"2009-11-12 - 2012-09-27","NOR_B_2 - ITA_B_2"
"2009-11-12 - 2012-09-27","ITA_B_3 - AUS_B_3"
"2009-11-12 - 2012-09-27","CHN_B_3 - CAN_B_3"
"2009-11-12 - 2012-09-27","CAN_B_3 - DEU_B_3"
"2009-11-12 - 2012-09-27","CHE_B_3 - DEU_B_3"
"2009-11-12 - 2012-09-27","CHE_B_3 - FRA_B_3"
"2009-11-12 - 2012-09-27","MEX_B_3 - USA_B_3"
"2009-11-12 - 2012-09-27","NOR_B_3 - USA_B_3"
"2009-11-19 - 2012-10-04","MEX_B_1 - CHN_B_1"
"2009-11-19 - 2012-10-04","USA_B_1 - CHN_B_1"
"2009-11-19 - 2012-10-04","FRA_B_1 - DEU_B_1"
"2009-11-19 - 2012-10-04","DEU_B_1 - FRA_B_1"
"2009-11-19 - 2012-10-04","DEU_B_1 - GBR_B_1"
"2009-11-19 - 2012-10-04","USA_B_1 - GBR_B_1"
"2009-11-19 - 2012-10-04","AUS_B_1 - MEX_B_1"
"2009-11-19 - 2012-10-04","USA_B_2 - DEU_B_2"
"2009-11-19 - 2012-10-04","ITA_B_2 - FRA_B_2"
"2009-11-19 - 2012-10-04","NOR_B_2 - ITA_B_2"
"2009-11-19 - 2012-10-04","ITA_B_3 - AUS_B_3"
"2009-11-19 - 2012-10-04","CHN_B_3 - CAN_B_3"
"2009-11-19 - 2012-10-04","USA_B_3 - CAN_B_3"
"2009-11-19 - 2012-10-04","CAN_B_3 - DEU_B_3"
"2009-11-19 - 2012-10-04","CHE_B_3 - DEU_B_3"
"2009-11-19 - 2012-10-04","CHE_B_3 - FRA_B_3"
"2009-11-19 - 2012-10-04","MEX_B_3 - USA_B_3"
"2009-11-19 - 2012-10-04","NOR_B_3 - USA_B_3"
"2009-11-26 - 2012-10-11","MEX_B_1 - CHN_B_1"
"2009-11-26 - 2012-10-11","USA_B_1 - CHN_B_1"
"2009-11-26 - 2012-10-11","FRA_B_1 - DEU_B_1"
"2009-11-26 - 2012-10-11","DEU_B_1 - FRA_B_1"
"2009-11-26 - 2012-10-11","DEU_B_1 - GBR_B_1"
"2009-11-26 - 2012-10-11","USA_B_1 - GBR_B_1"
"2009-11-26 - 2012-10-11","AUS_B_1 - MEX_B_1"
"2009-11-26 - 2012-10-11","USA_B_2 - DEU_B_2"
"2009-11-26 - 2012-10-11","ITA_B_2 - FRA_B_2"
"2009-11-26 - 2012-10-11","NOR_B_2 - ITA_B_2"
"2009-11-26 - 2012-10-11","ITA_B_3 - AUS_B_3"
"2009-11-26 - 2012-10-11","CHN_B_3 - CAN_B_3"
"2009-11-26 - 2012-10-11","USA_B_3 - CAN_B_3"
"2009-11-26 - 2012-10-11","CAN_B_3 - DEU_B_3"
"2009-11-26 - 2012-10-11","CHE_B_3 - DEU_B_3"
"2009-11-26 - 2012-10-11","CHE_B_3 - FRA_B_3"
"2009-11-26 - 2012-10-11","MEX_B_3 - USA_B_3"
"2009-11-26 - 2012-10-11","NOR_B_3 - USA_B_3"
"2009-12-03 - 2012-10-18","MEX_B_1 - CHN_B_1"
"2009-12-03 - 2012-10-18","USA_B_1 - CHN_B_1"
"2009-12-03 - 2012-10-18","FRA_B_1 - DEU_B_1"
"2009-12-03 - 2012-10-18","DEU_B_1 - FRA_B_1"
"2009-12-03 - 2012-10-18","DEU_B_1 - GBR_B_1"
"2009-12-03 - 2012-10-18","USA_B_1 - GBR_B_1"
"2009-12-03 - 2012-10-18","AUS_B_1 - MEX_B_1"
"2009-12-03 - 2012-10-18","USA_B_2 - DEU_B_2"
"2009-12-03 - 2012-10-18","ITA_B_2 - FRA_B_2"
"2009-12-03 - 2012-10-18","ITA_B_3 - AUS_B_3"
"2009-12-03 - 2012-10-18","CHN_B_3 - CAN_B_3"
"2009-12-03 - 2012-10-18","USA_B_3 - CAN_B_3"
"2009-12-03 - 2012-10-18","JPN_B_3 - CHE_B_3"
"2009-12-03 - 2012-10-18","CAN_B_3 - DEU_B_3"
"2009-12-03 - 2012-10-18","CHE_B_3 - DEU_B_3"
"2009-12-03 - 2012-10-18","CHE_B_3 - FRA_B_3"
"2009-12-03 - 2012-10-18","MEX_B_3 - USA_B_3"
"2009-12-03 - 2012-10-18","NOR_B_3 - USA_B_3"
"2009-12-10 - 2012-10-25","MEX_B_1 - CHN_B_1"
"2009-12-10 - 2012-10-25","USA_B_1 - CHN_B_1"
"2009-12-10 - 2012-10-25","FRA_B_1 - DEU_B_1"
"2009-12-10 - 2012-10-25","DEU_B_1 - FRA_B_1"
"2009-12-10 - 2012-10-25","DEU_B_1 - GBR_B_1"
